年龄,是否离职,出差频率,日薪,部门,离家距离,教育程度,教育领域,员工计数,员工编号,环境满意度,性别,时薪,工作投入度,职位等级,职位角色,工作满意度,婚姻状况,月收入,月费率,曾工作公司数,是否满18岁,是否加班,薪资涨幅百分比,绩效评级,关系满意度,标准工时,股票期权等级,总工作年限,去年培训次数,工作生活平衡,本公司工作年限,现任职位年限,上次晋升至今年限,现任经理共事年限
28,否,经常出差,193,Research & Development,2,3,Life Sciences,1,1296,4,男,52,2,1,Laboratory Technician,4,已婚,3867,14222,1,Y,是,12,3,2,80,1,2,2,3,2,2,2,2
51,否,经常出差,968,Research & Development,6,2,Medical,1,1297,2,女,40,2,1,Laboratory Technician,3,单身,2838,4257,0,Y,否,14,3,2,80,0,8,6,2,7,0,7,7
30,否,不出差,879,Research & Development,9,2,Medical,1,1298,3,女,72,3,2,Manufacturing Director,3,单身,4695,12858,7,Y,是,18,3,3,80,0,10,3,3,8,4,1,7
29,是,偶尔出差,806,Research & Development,7,3,Technical Degree,1,1299,2,女,39,3,1,Laboratory Technician,3,离异,3339,17285,3,Y,是,13,3,1,80,2,10,2,3,7,7,7,7
28,否,偶尔出差,640,Research & Development,1,3,Technical Degree,1,1301,4,男,84,3,1,Research Scientist,1,单身,2080,4732,2,Y,否,11,3,2,80,0,5,2,2,3,2,1,2
25,否,偶尔出差,266,Research & Development,1,3,Medical,1,1303,4,女,40,3,1,Research Scientist,2,单身,2096,18830,1,Y,否,18,3,4,80,0,2,3,2,2,2,2,1
32,否,偶尔出差,604,Sales,8,3,Medical,1,1304,3,男,56,4,2,Sales Executive,4,已婚,6209,11693,1,Y,否,15,3,3,80,2,10,4,4,10,7,0,8
45,否,经常出差,364,Research & Development,25,3,Medical,1,1306,2,女,83,3,5,Manager,2,单身,18061,13035,3,Y,否,22,4,3,80,0,22,4,3,0,0,0,0
39,否,偶尔出差,412,Research & Development,13,4,Medical,1,1307,3,女,94,2,4,Manager,2,离异,17123,17334,6,Y,是,13,3,4,80,2,21,4,3,19,9,15,2
58,否,偶尔出差,848,Research & Development,23,4,Life Sciences,1,1308,1,男,88,3,1,Research Scientist,3,离异,2372,26076,1,Y,否,12,3,4,80,2,2,3,3,2,2,2,2
32,是,偶尔出差,1089,Research & Development,7,2,Life Sciences,1,1309,4,男,79,3,2,Laboratory Technician,3,已婚,4883,22845,1,Y,否,18,3,1,80,1,10,3,3,10,4,1,1
39,是,偶尔出差,360,Research & Development,23,3,Medical,1,1310,3,男,93,3,1,Research Scientist,1,单身,3904,22154,0,Y,否,13,3,1,80,0,6,2,3,5,2,0,3
30,否,偶尔出差,1138,Research & Development,6,3,Technical Degree,1,1311,1,女,48,2,2,Laboratory Technician,4,已婚,4627,23631,0,Y,否,12,3,1,80,1,10,6,3,9,2,6,7
36,否,偶尔出差,325,Research & Development,10,4,Technical Degree,1,1312,4,女,63,3,3,Healthcare Representative,3,已婚,7094,5747,3,Y,否,12,3,1,80,0,10,0,3,7,7,1,7
46,否,偶尔出差,991,Human Resources,1,2,Life Sciences,1,1314,4,女,44,3,1,Human Resources,1,单身,3423,22957,6,Y,否,12,3,3,80,0,10,3,4,7,6,5,7
28,否,不出差,1476,Research & Development,1,3,Life Sciences,1,1315,3,女,55,1,2,Laboratory Technician,4,已婚,6674,16392,0,Y,否,11,3,1,80,3,10,6,3,9,8,7,5
50,否,偶尔出差,1322,Research & Development,28,3,Life Sciences,1,1317,4,女,43,3,4,Research Director,1,已婚,16880,22422,4,Y,是,11,3,2,80,0,25,2,3,3,2,1,2
40,是,偶尔出差,299,Sales,25,4,Marketing,1,1318,4,男,57,2,3,Sales Executive,2,单身,9094,17235,2,Y,是,12,3,3,80,0,9,2,3,5,4,1,0
52,是,偶尔出差,1030,Sales,5,3,Life Sciences,1,1319,2,男,64,3,3,Sales Executive,2,单身,8446,21534,9,Y,是,19,3,3,80,0,10,2,2,8,7,7,7
30,否,偶尔出差,634,Research & Development,17,4,Medical,1,1321,2,女,95,3,3,Manager,1,已婚,11916,25927,1,Y,是,23,4,4,80,2,9,2,3,9,1,0,8
39,否,偶尔出差,524,Research & Development,18,2,Life Sciences,1,1322,1,男,32,3,2,Manufacturing Director,3,单身,4534,13352,0,Y,否,11,3,1,80,0,9,6,3,8,7,1,7
31,否,不出差,587,Sales,2,4,Life Sciences,1,1324,4,女,57,3,3,Sales Executive,3,离异,9852,8935,1,Y,是,19,3,1,80,1,10,5,2,10,8,9,6
41,否,不出差,256,Sales,10,2,Medical,1,1329,3,男,40,1,2,Sales Executive,2,单身,6151,22074,1,Y,否,13,3,1,80,0,19,4,3,19,2,11,9
31,是,经常出差,1060,Sales,1,3,Life Sciences,1,1331,4,女,54,3,1,Sales Representative,2,单身,2302,8319,1,Y,是,11,3,1,80,0,3,2,4,3,2,2,2
44,是,偶尔出差,935,Research & Development,3,3,Life Sciences,1,1333,1,男,89,3,1,Laboratory Technician,1,已婚,2362,14669,4,Y,否,12,3,3,80,0,10,4,4,3,2,1,2
42,否,不出差,495,Research & Development,2,1,Life Sciences,1,1334,3,男,37,3,4,Manager,3,已婚,17861,26582,0,Y,是,13,3,4,80,0,21,3,2,20,8,2,10
55,否,偶尔出差,282,Research & Development,2,2,Medical,1,1336,4,女,58,1,5,Manager,3,已婚,19187,6992,4,Y,否,14,3,4,80,1,23,5,3,19,9,9,11
56,否,偶尔出差,206,Human Resources,8,4,Life Sciences,1,1338,4,男,99,3,5,Manager,2,单身,19717,4022,6,Y,否,14,3,1,80,0,36,4,3,7,3,7,7
40,否,不出差,458,Research & Development,16,2,Life Sciences,1,1340,3,男,74,3,1,Research Scientist,3,离异,3544,8532,9,Y,否,16,3,2,80,1,6,0,3,4,2,0,0
34,否,偶尔出差,943,Research & Development,9,3,Life Sciences,1,1344,4,男,86,3,3,Healthcare Representative,4,离异,8500,5494,0,Y,否,11,3,4,80,1,10,0,2,9,7,1,6
40,否,偶尔出差,523,Research & Development,2,3,Life Sciences,1,1346,3,男,98,3,2,Research Scientist,4,单身,4661,22455,1,Y,否,13,3,3,80,0,9,4,3,9,8,8,8
41,否,经常出差,1018,Sales,1,3,Marketing,1,1349,3,女,66,3,2,Sales Executive,1,离异,4103,4297,0,Y,否,17,3,4,80,1,10,2,3,9,3,1,7
35,否,经常出差,482,Research & Development,4,4,Life Sciences,1,1350,3,男,87,3,2,Research Scientist,3,单身,4249,2690,1,Y,是,11,3,2,80,0,9,3,3,9,6,1,1
51,否,偶尔出差,770,Human Resources,5,3,Life Sciences,1,1352,3,男,84,3,4,Manager,2,离异,14026,17588,1,Y,是,11,3,2,80,1,33,2,3,33,9,0,10
38,否,偶尔出差,1009,Sales,2,2,Life Sciences,1,1355,2,女,31,3,2,Sales Executive,1,离异,6893,19461,3,Y,否,15,3,4,80,1,11,3,3,7,7,1,7
34,否,偶尔出差,507,Sales,15,2,Medical,1,1356,3,女,66,3,2,Sales Executive,1,单身,6125,23553,1,Y,否,12,3,4,80,0,10,6,4,10,8,9,6
25,否,偶尔出差,882,Research & Development,19,1,Medical,1,1358,4,男,67,3,1,Laboratory Technician,4,已婚,3669,9075,3,Y,否,11,3,3,80,3,7,6,2,3,2,1,2
58,是,偶尔出差,601,Research & Development,7,4,Medical,1,1360,3,女,53,2,3,Manufacturing Director,1,已婚,10008,12023,7,Y,是,14,3,4,80,0,31,0,2,10,9,5,9
40,否,偶尔出差,329,Research & Development,1,4,Life Sciences,1,1361,2,男,88,3,1,Laboratory Technician,2,已婚,2387,6762,3,Y,否,22,4,3,80,1,7,3,3,4,2,0,3
36,否,经常出差,607,Sales,7,3,Marketing,1,1362,1,女,83,4,2,Sales Executive,1,已婚,4639,2261,2,Y,否,16,3,4,80,1,17,2,2,15,7,6,13
48,否,偶尔出差,855,Research & Development,4,3,Life Sciences,1,1363,4,男,54,3,3,Manufacturing Director,4,单身,7898,18706,1,Y,否,11,3,3,80,0,11,2,3,10,9,0,8
27,否,偶尔出差,1291,Sales,11,3,Medical,1,1364,3,女,98,4,1,Sales Representative,4,已婚,2534,6527,8,Y,否,14,3,2,80,1,5,4,3,1,0,0,0
51,否,偶尔出差,1405,Research & Development,11,2,Technical Degree,1,1367,4,女,82,2,4,Manufacturing Director,2,单身,13142,24439,3,Y,否,16,3,2,80,0,29,1,2,5,2,0,3
18,否,不出差,1124,Research & Development,1,3,Life Sciences,1,1368,4,女,97,3,1,Laboratory Technician,4,单身,1611,19305,1,Y,否,15,3,3,80,0,0,5,4,0,0,0,0
35,否,偶尔出差,817,Research & Development,1,3,Medical,1,1369,4,女,60,2,2,Laboratory Technician,4,已婚,5363,10846,0,Y,否,12,3,2,80,1,10,0,3,9,7,0,0
27,否,经常出差,793,Sales,2,1,Life Sciences,1,1371,4,男,43,1,2,Sales Executive,4,单身,5071,20392,3,Y,否,20,4,2,80,0,8,3,3,6,2,0,0
55,是,偶尔出差,267,Sales,13,4,Marketing,1,1372,1,男,85,4,4,Sales Executive,3,单身,13695,9277,6,Y,是,17,3,3,80,0,24,2,2,19,7,3,8
56,否,偶尔出差,1369,Research & Development,23,3,Life Sciences,1,1373,4,男,68,3,4,Manufacturing Director,2,已婚,13402,18235,4,Y,是,12,3,1,80,1,33,0,3,19,16,15,9
34,否,不出差,999,Research & Development,26,1,Technical Degree,1,1374,1,女,92,2,1,Research Scientist,3,离异,2029,15891,1,Y,否,20,4,3,80,3,5,2,3,5,4,0,0
40,否,偶尔出差,1202,Research & Development,2,1,Medical,1,1375,2,女,89,4,2,Healthcare Representative,3,离异,6377,13888,5,Y,否,20,4,2,80,3,15,0,3,12,11,11,8
34,否,偶尔出差,285,Research & Development,29,3,Medical,1,1377,2,男,86,3,2,Laboratory Technician,3,已婚,5429,17491,4,Y,否,13,3,1,80,2,10,1,3,8,7,7,7
31,是,经常出差,703,Sales,2,3,Life Sciences,1,1379,3,女,90,2,1,Sales Representative,4,单身,2785,11882,7,Y,否,14,3,3,80,0,3,3,4,1,0,0,0
35,是,经常出差,662,Sales,18,4,Marketing,1,1380,4,女,67,3,2,Sales Executive,3,已婚,4614,23288,0,Y,是,18,3,3,80,1,5,0,2,4,2,3,2
38,否,经常出差,693,Research & Development,7,3,Life Sciences,1,1382,4,男,57,4,1,Research Scientist,3,离异,2610,15748,1,Y,否,11,3,4,80,3,4,2,3,4,2,0,3
34,否,偶尔出差,404,Research & Development,2,4,Technical Degree,1,1383,3,女,98,3,2,Healthcare Representative,4,单身,6687,6163,1,Y,否,11,3,4,80,0,14,2,4,14,11,4,11
28,否,偶尔出差,736,Sales,26,3,Life Sciences,1,1387,3,男,48,2,2,Sales Executive,1,已婚,4724,24232,1,Y,否,11,3,3,80,1,5,0,3,5,3,0,4
31,是,偶尔出差,330,Research & Development,22,4,Medical,1,1389,4,男,98,3,2,Manufacturing Director,3,已婚,6179,21057,1,Y,是,15,3,4,80,2,10,3,2,10,2,6,7
39,否,偶尔出差,1498,Sales,21,4,Life Sciences,1,1390,1,男,44,2,2,Sales Executive,4,已婚,6120,3567,3,Y,是,12,3,4,80,2,8,2,4,5,4,1,4
51,否,经常出差,541,Sales,2,3,Marketing,1,1391,2,男,52,3,3,Sales Executive,2,已婚,10596,15395,2,Y,否,11,3,2,80,0,14,5,3,4,2,3,2
41,否,经常出差,1200,Research & Development,22,3,Life Sciences,1,1392,4,女,75,3,2,Research Scientist,4,离异,5467,13953,3,Y,是,14,3,1,80,2,12,4,2,6,2,3,3
37,否,偶尔出差,1439,Research & Development,4,1,Life Sciences,1,1394,3,男,54,3,1,Research Scientist,3,已婚,2996,5182,7,Y,是,15,3,4,80,0,8,2,3,6,4,1,3
33,否,经常出差,1111,Sales,5,1,Life Sciences,1,1395,2,男,61,3,2,Sales Executive,4,已婚,9998,19293,6,Y,否,13,3,1,80,0,8,2,4,5,4,1,2
32,否,偶尔出差,499,Sales,2,1,Marketing,1,1396,3,男,36,3,2,Sales Executive,2,已婚,4078,20497,0,Y,是,13,3,1,80,3,4,3,2,3,2,1,2
39,否,不出差,1485,Research & Development,25,2,Life Sciences,1,1397,3,男,71,3,3,Healthcare Representative,3,已婚,10920,3449,3,Y,否,21,4,2,80,1,13,2,3,6,4,0,5
25,否,偶尔出差,1372,Sales,18,1,Life Sciences,1,1399,1,男,93,4,2,Sales Executive,3,已婚,6232,12477,2,Y,否,11,3,2,80,0,6,3,2,3,2,1,2
52,否,经常出差,322,Research & Development,28,2,Medical,1,1401,4,女,59,4,4,Manufacturing Director,3,已婚,13247,9731,2,Y,是,11,3,2,80,1,24,3,2,5,3,0,2
43,否,偶尔出差,930,Research & Development,6,3,Medical,1,1402,1,女,73,2,2,Research Scientist,3,单身,4081,20003,1,Y,是,14,3,1,80,0,20,3,1,20,7,1,8
27,否,偶尔出差,205,Sales,10,3,Marketing,1,1403,4,女,98,2,2,Sales Executive,4,已婚,5769,7100,1,Y,是,11,3,4,80,0,6,3,3,6,2,4,4
27,是,偶尔出差,135,Research & Development,17,4,Life Sciences,1,1405,4,女,51,3,1,Research Scientist,3,单身,2394,25681,1,Y,是,13,3,4,80,0,8,2,3,8,2,7,7
26,否,偶尔出差,683,Research & Development,2,1,Medical,1,1407,1,男,36,2,1,Research Scientist,4,单身,3904,4050,0,Y,否,12,3,4,80,0,5,2,3,4,3,1,1
42,否,偶尔出差,1147,Human Resources,10,3,Human Resources,1,1408,3,女,31,3,4,Manager,1,已婚,16799,16616,0,Y,否,14,3,3,80,1,21,5,3,20,7,0,9
52,否,偶尔出差,258,Research & Development,8,4,Other,1,1409,3,女,54,3,1,Laboratory Technician,1,已婚,2950,17363,9,Y,否,13,3,3,80,0,12,2,1,5,4,0,4
37,否,偶尔出差,1462,Research & Development,11,3,Medical,1,1411,1,女,94,3,1,Laboratory Technician,3,单身,3629,19106,4,Y,否,18,3,1,80,0,8,6,3,3,2,0,2
35,否,经常出差,200,Research & Development,18,2,Life Sciences,1,1412,3,男,60,3,3,Manufacturing Director,4,单身,9362,19944,2,Y,否,11,3,3,80,0,10,2,3,2,2,2,2
25,否,偶尔出差,949,Research & Development,1,3,Technical Degree,1,1415,1,男,81,3,1,Laboratory Technician,4,已婚,3229,4910,4,Y,否,11,3,2,80,1,7,2,2,3,2,0,2
26,否,偶尔出差,652,Research & Development,7,3,Other,1,1417,3,男,100,4,1,Laboratory Technician,1,单身,3578,23577,0,Y,否,12,3,4,80,0,8,2,3,7,7,0,7
29,否,偶尔出差,332,Human Resources,17,3,Other,1,1419,2,男,51,2,3,Human Resources,1,单身,7988,9769,1,Y,否,13,3,1,80,0,10,3,2,10,9,0,9
49,是,经常出差,1475,Research & Development,28,2,Life Sciences,1,1420,1,男,97,2,2,Laboratory Technician,1,单身,4284,22710,3,Y,否,20,4,1,80,0,20,2,3,4,3,1,3
29,是,经常出差,337,Research & Development,14,1,Other,1,1421,3,女,84,3,3,Healthcare Representative,4,单身,7553,22930,0,Y,是,12,3,1,80,0,9,1,3,8,7,7,7
54,否,偶尔出差,971,Research & Development,1,3,Medical,1,1422,4,女,54,3,4,Research Director,4,单身,17328,5652,6,Y,否,19,3,4,80,0,29,3,2,20,7,12,7
58,否,偶尔出差,1055,Research & Development,1,3,Medical,1,1423,4,女,76,3,5,Research Director,1,已婚,19701,22456,3,Y,是,21,4,3,80,1,32,3,3,9,8,1,5
55,否,偶尔出差,1136,Research & Development,1,4,Medical,1,1424,2,男,81,4,4,Research Director,4,离异,14732,12414,2,Y,否,13,3,4,80,2,31,4,4,7,7,0,0
36,否,偶尔出差,1174,Sales,3,4,Marketing,1,1425,1,女,99,3,2,Sales Executive,2,单身,9278,20763,3,Y,是,16,3,4,80,0,15,3,3,5,4,0,1
31,是,经常出差,667,Sales,1,4,Life Sciences,1,1427,2,女,50,1,1,Sales Representative,3,单身,1359,16154,1,Y,否,12,3,2,80,0,1,3,3,1,0,0,0
30,否,偶尔出差,855,Sales,7,4,Marketing,1,1428,4,女,73,3,2,Sales Executive,1,离异,4779,12761,7,Y,否,14,3,2,80,2,8,3,3,3,2,0,2
31,否,偶尔出差,182,Research & Development,8,5,Life Sciences,1,1430,1,女,93,3,4,Research Director,2,单身,16422,8847,3,Y,否,11,3,3,80,0,9,3,4,3,2,1,0
34,否,经常出差,560,Research & Development,1,4,Other,1,1431,4,男,91,3,1,Research Scientist,1,离异,2996,20284,5,Y,否,14,3,3,80,2,10,2,3,4,3,1,3
31,是,偶尔出差,202,Research & Development,8,3,Life Sciences,1,1433,1,女,34,2,1,Research Scientist,2,单身,1261,22262,1,Y,否,12,3,3,80,0,1,3,4,1,0,0,0
27,否,偶尔出差,1377,Research & Development,11,1,Life Sciences,1,1434,2,男,91,3,1,Laboratory Technician,1,已婚,2099,7679,0,Y,否,14,3,2,80,0,6,3,4,5,0,1,4
36,否,偶尔出差,172,Research & Development,4,4,Life Sciences,1,1435,1,男,37,2,2,Laboratory Technician,4,单身,5810,22604,1,Y,否,16,3,3,80,0,10,2,2,10,4,1,8
36,否,偶尔出差,329,Sales,16,4,Marketing,1,1436,3,女,98,2,2,Sales Executive,1,已婚,5647,13494,4,Y,否,13,3,1,80,2,11,3,2,3,2,0,2
47,否,偶尔出差,465,Research & Development,1,3,Technical Degree,1,1438,1,男,74,3,1,Research Scientist,4,已婚,3420,10205,7,Y,否,12,3,3,80,1,17,2,2,6,5,1,2
25,是,偶尔出差,383,Sales,9,2,Life Sciences,1,1439,1,男,68,2,1,Sales Representative,1,已婚,4400,15182,3,Y,否,12,3,1,80,0,6,2,3,3,2,2,2
37,否,不出差,1413,Research & Development,5,2,Technical Degree,1,1440,3,男,84,4,1,Laboratory Technician,3,单身,3500,25470,0,Y,否,14,3,1,80,0,7,2,1,6,5,1,3
56,否,偶尔出差,1255,Research & Development,1,2,Life Sciences,1,1441,1,女,90,3,1,Research Scientist,1,已婚,2066,10494,2,Y,否,22,4,4,80,1,5,3,4,3,2,1,0
47,否,偶尔出差,359,Research & Development,2,4,Medical,1,1443,1,女,82,3,4,Research Director,3,已婚,17169,26703,3,Y,否,19,3,2,80,2,26,2,4,20,17,5,6
24,否,偶尔出差,1476,Sales,4,1,Medical,1,1445,4,女,42,3,2,Sales Executive,3,已婚,4162,15211,1,Y,是,12,3,3,80,2,5,3,3,5,4,0,3
32,否,偶尔出差,601,Sales,7,5,Marketing,1,1446,4,男,97,3,2,Sales Executive,4,已婚,9204,23343,4,Y,否,12,3,3,80,1,7,3,2,4,3,0,3
34,否,偶尔出差,401,Research & Development,1,3,Life Sciences,1,1447,4,女,86,2,1,Laboratory Technician,2,已婚,3294,3708,5,Y,否,17,3,1,80,1,7,2,2,5,4,0,2
41,否,偶尔出差,1283,Research & Development,5,5,Medical,1,1448,2,男,90,4,1,Research Scientist,3,已婚,2127,5561,2,Y,是,12,3,1,80,0,7,5,2,4,2,0,3
40,否,不出差,663,Research & Development,9,4,Other,1,1449,3,男,81,3,2,Laboratory Technician,3,离异,3975,23099,3,Y,否,11,3,3,80,2,11,2,4,8,7,0,7
31,否,偶尔出差,326,Sales,8,2,Life Sciences,1,1453,1,男,31,3,3,Sales Executive,4,离异,10793,8386,1,Y,否,18,3,1,80,1,13,5,3,13,7,9,9
46,是,偶尔出差,377,Sales,9,3,Marketing,1,1457,1,男,52,3,3,Sales Executive,4,离异,10096,15986,4,Y,否,11,3,1,80,1,28,1,4,7,7,4,3
39,是,不出差,592,Research & Development,2,3,Life Sciences,1,1458,1,女,54,2,1,Laboratory Technician,1,单身,3646,17181,2,Y,是,23,4,2,80,0,11,2,4,1,0,0,0
31,是,经常出差,1445,Research & Development,1,5,Life Sciences,1,1459,3,女,100,4,3,Manufacturing Director,2,单身,7446,8931,1,Y,否,11,3,1,80,0,10,2,3,10,8,4,7
45,否,偶尔出差,1038,Research & Development,20,3,Medical,1,1460,2,男,95,1,3,Healthcare Representative,1,离异,10851,19863,2,Y,是,18,3,2,80,1,24,2,3,7,7,0,7
31,否,偶尔出差,1398,Human Resources,8,2,Medical,1,1461,4,女,96,4,1,Human Resources,2,单身,2109,24609,9,Y,否,18,3,4,80,0,8,3,3,3,2,0,2
31,是,经常出差,523,Research & Development,2,3,Life Sciences,1,1464,2,男,94,3,1,Laboratory Technician,4,已婚,3722,21081,6,Y,是,13,3,3,80,1,7,2,1,2,2,2,2
45,否,偶尔出差,1448,Research & Development,29,3,Technical Degree,1,1465,2,男,55,3,3,Manufacturing Director,4,已婚,9380,14720,4,Y,是,18,3,4,80,2,10,4,4,3,1,1,2
48,否,偶尔出差,1221,Sales,7,3,Marketing,1,1466,3,男,96,3,2,Sales Executive,1,离异,5486,24795,4,Y,否,11,3,1,80,3,15,3,3,2,2,2,2
34,是,偶尔出差,1107,Human Resources,9,4,Technical Degree,1,1467,1,女,52,3,1,Human Resources,3,已婚,2742,3072,1,Y,否,15,3,4,80,0,2,0,3,2,2,2,2
40,否,不出差,218,Research & Development,8,1,Medical,1,1468,4,男,55,2,3,Research Director,2,离异,13757,25178,2,Y,否,11,3,3,80,1,16,5,3,9,8,4,8
28,否,偶尔出差,866,Sales,5,3,Medical,1,1469,4,男,84,3,2,Sales Executive,1,单身,8463,23490,0,Y,否,18,3,4,80,0,6,4,3,5,4,1,3
44,否,不出差,981,Research & Development,5,3,Life Sciences,1,1471,3,男,90,2,1,Laboratory Technician,3,单身,3162,7973,3,Y,否,14,3,4,80,0,7,5,3,5,2,0,3
53,否,偶尔出差,447,Research & Development,2,3,Medical,1,1472,4,男,39,4,4,Research Director,2,单身,16598,19764,4,Y,否,12,3,2,80,0,35,2,2,9,8,8,8
49,否,偶尔出差,1495,Research & Development,5,4,Technical Degree,1,1473,1,男,96,3,2,Healthcare Representative,3,已婚,6651,21534,2,Y,否,14,3,2,80,1,20,0,2,3,2,1,2
40,否,偶尔出差,896,Research & Development,2,3,Medical,1,1474,3,男,68,3,1,Research Scientist,3,离异,2345,8045,2,Y,否,14,3,3,80,1,8,3,4,3,1,1,2
44,否,偶尔出差,1467,Research & Development,20,3,Life Sciences,1,1475,4,男,49,3,1,Research Scientist,2,单身,3420,21158,1,Y,否,13,3,3,80,0,6,3,2,5,2,1,3
33,否,经常出差,430,Sales,7,3,Medical,1,1477,4,男,54,3,2,Sales Executive,1,已婚,4373,17456,0,Y,否,14,3,1,80,2,5,2,3,4,3,0,3
34,否,偶尔出差,1326,Sales,3,3,Other,1,1478,4,男,81,1,2,Sales Executive,1,单身,4759,15891,3,Y,否,18,3,4,80,0,15,2,3,13,9,3,12
30,否,偶尔出差,1358,Sales,16,1,Life Sciences,1,1479,4,男,96,3,2,Sales Executive,3,已婚,5301,2939,8,Y,否,15,3,3,80,2,4,2,2,2,1,2,2
42,否,经常出差,748,Research & Development,9,2,Medical,1,1480,1,女,74,3,1,Laboratory Technician,4,单身,3673,16458,1,Y,否,13,3,3,80,0,12,3,3,12,9,5,8
44,否,经常出差,383,Sales,1,5,Marketing,1,1481,1,女,79,3,2,Sales Executive,3,已婚,4768,9282,7,Y,否,12,3,3,80,1,11,4,2,1,0,0,0
30,否,不出差,990,Research & Development,7,3,Technical Degree,1,1482,3,男,64,3,1,Research Scientist,3,离异,1274,7152,1,Y,否,13,3,2,80,2,1,2,2,1,0,0,0
57,否,偶尔出差,405,Research & Development,1,2,Life Sciences,1,1483,2,男,93,4,2,Research Scientist,3,已婚,4900,2721,0,Y,否,24,4,1,80,1,13,2,2,12,9,2,8
49,否,偶尔出差,1490,Research & Development,7,4,Life Sciences,1,1484,3,男,35,3,3,Healthcare Representative,2,离异,10466,20948,3,Y,否,14,3,2,80,2,29,3,3,8,7,0,7
34,否,经常出差,829,Research & Development,15,3,Medical,1,1485,2,男,71,3,4,Research Director,1,离异,17007,11929,7,Y,否,14,3,4,80,2,16,3,2,14,8,6,9
28,是,经常出差,1496,Sales,1,3,Technical Degree,1,1486,1,男,92,3,1,Sales Representative,3,已婚,2909,15747,3,Y,否,15,3,4,80,1,5,3,4,3,2,1,2
29,是,经常出差,115,Sales,13,3,Technical Degree,1,1487,1,女,51,3,2,Sales Executive,2,单身,5765,17485,5,Y,否,11,3,1,80,0,7,4,1,5,3,0,0
34,是,偶尔出差,790,Sales,24,4,Medical,1,1489,1,女,40,2,2,Sales Executive,2,单身,4599,7815,0,Y,是,23,4,3,80,0,16,2,4,15,9,10,10
35,否,偶尔出差,660,Sales,7,1,Life Sciences,1,1492,4,男,76,3,1,Sales Representative,3,已婚,2404,16192,1,Y,否,13,3,1,80,1,1,3,3,1,0,0,0
24,是,经常出差,381,Research & Development,9,3,Medical,1,1494,2,男,89,3,1,Laboratory Technician,1,单身,3172,16998,2,Y,是,11,3,3,80,0,4,2,2,0,0,0,0
24,否,不出差,830,Sales,13,2,Life Sciences,1,1495,4,女,78,3,1,Sales Representative,2,已婚,2033,7103,1,Y,否,13,3,3,80,1,1,2,3,1,0,0,0
44,否,经常出差,1193,Research & Development,2,1,Medical,1,1496,2,男,86,3,3,Manufacturing Director,3,单身,10209,19719,5,Y,是,18,3,2,80,0,16,2,2,2,2,2,2
29,否,偶尔出差,1246,Sales,19,3,Life Sciences,1,1497,3,男,77,2,2,Sales Executive,3,离异,8620,23757,1,Y,否,14,3,3,80,2,10,3,3,10,7,0,4
30,否,偶尔出差,330,Human Resources,1,3,Life Sciences,1,1499,3,男,46,3,1,Human Resources,3,离异,2064,15428,0,Y,否,21,4,1,80,1,6,3,4,5,3,1,3
55,否,偶尔出差,1229,Research & Development,4,4,Life Sciences,1,1501,4,男,30,3,2,Healthcare Representative,3,已婚,4035,16143,0,Y,是,16,3,2,80,0,4,2,3,3,2,1,2
33,否,偶尔出差,1099,Research & Development,4,4,Medical,1,1502,1,女,82,2,1,Laboratory Technician,2,已婚,3838,8192,8,Y,否,11,3,4,80,0,8,5,3,5,4,0,2
47,否,偶尔出差,571,Sales,14,3,Medical,1,1503,3,女,78,3,2,Sales Executive,3,已婚,4591,24200,3,Y,是,17,3,3,80,1,11,4,2,5,4,1,2
28,是,经常出差,289,Research & Development,2,2,Medical,1,1504,3,男,38,2,1,Laboratory Technician,1,单身,2561,5355,7,Y,否,11,3,3,80,0,8,2,2,0,0,0,0
28,否,偶尔出差,1423,Research & Development,1,3,Life Sciences,1,1506,1,男,72,2,1,Research Scientist,3,离异,1563,12530,1,Y,否,14,3,4,80,1,1,2,1,1,0,0,0
28,否,经常出差,467,Sales,7,3,Life Sciences,1,1507,3,男,55,3,2,Sales Executive,1,单身,4898,11827,0,Y,否,14,3,4,80,0,5,5,3,4,2,1,3
49,否,偶尔出差,271,Research & Development,3,2,Medical,1,1509,3,女,43,2,2,Laboratory Technician,1,已婚,4789,23070,4,Y,否,25,4,1,80,1,10,3,3,3,2,1,2
29,否,经常出差,410,Research & Development,2,1,Life Sciences,1,1513,4,女,97,3,1,Laboratory Technician,2,已婚,3180,4668,0,Y,否,13,3,3,80,3,4,3,3,3,2,0,2
28,否,偶尔出差,1083,Research & Development,29,1,Life Sciences,1,1514,3,男,96,1,2,Manufacturing Director,2,已婚,6549,3173,1,Y,否,14,3,2,80,2,8,2,2,8,6,1,7
33,否,偶尔出差,516,Research & Development,8,5,Life Sciences,1,1515,4,男,69,3,2,Healthcare Representative,3,单身,6388,22049,2,Y,是,17,3,1,80,0,14,6,3,0,0,0,0
32,否,偶尔出差,495,Research & Development,10,3,Medical,1,1516,3,男,64,3,3,Manager,4,单身,11244,21072,2,Y,否,25,4,2,80,0,10,5,4,5,2,0,0
54,否,经常出差,1050,Research & Development,11,4,Medical,1,1520,2,女,87,3,4,Manager,4,离异,16032,24456,3,Y,否,20,4,1,80,1,26,2,3,14,9,1,12
29,是,偶尔出差,224,Research & Development,1,4,Technical Degree,1,1522,1,男,100,2,1,Research Scientist,1,单身,2362,7568,6,Y,否,13,3,3,80,0,11,2,1,9,7,0,7
